1	a	4312
2	e	1402
3	de	1163
4	and	1021
5	que	1004
6	i	994
7	of	929
8	to	883
9	in	860
10	az	786
11	la	726
12	di	686
13	o	597
14	s	552
15	is	547
16	hogy	537
17	as	479
18	le	460
19	il	458
20	nem	448
21	da	417
22	egy	414
23	it	402
24	–	399
25	en	393
26	se	384
27	es	356
28	that	356
29	no	337
30	he	327
31	the	320
32	os	315
33	don	307
34	was	304
35	do	299
36	un	297
37	on	294
38	with	290
39	my	287
40	you	281
41	not	273
42	me	271
43	for	269
44	meg	249
45	at	236
46	volt	232
47	che	229
48	et	215
49	be	205
50	his	204
51	azt	202
52	this	200
53	dos	194
54	or	193
55	les	187
56	by	187
57	but	183
58	had	181
59	y	172
60	mar	171
61	ez	170
62	mint	170
63	del	169
64	nao	168
65	have	165
66	all	163
67	della	160
68	mi	160
69	el	160
70	como	159
71	ki	158
72	are	158
73	ha	156
74	para	153
75	non	153
76	so	151
77	which	149
78	ne	147
79	em	142
80	there	142
81	est	141
82	they	141
83	mas	139
84	era	136
85	por	136
86	du	134
87	pas	133
88	most	132
89	con	131
90	from	129
91	una	128
92	juan	127
93	remi	124
94	si	122
95	when	122
96	we	122
97	sem	121
98	borgia	120
99	1	120
100	per	119
101	um	118
102	csak	118
103	were	118
104	com	117
105	piu	116
106	ou	115
107	come	115
108	des	114
109	buttarelli	111
110	them	111
111	nous	109
112	project	107
113	could	105
114	une	104
115	vitalis	102
116	if	102
117	terra	99
118	sua	98
119	one	98
120	qui	96
121	lecon	95
122	”	95
123	luis	94
124	some	94
125	like	93
126	him	91
127	mais	90
128	van	90
129	minden	90
130	nel	89
131	pour	87
132	then	87
133	al	86
134	fel	86
135	das	85
136	dans	82
137	any	82
138	uma	80
139	»	80
140	aztan	79
141	neki	78
142	will	78
143	here	77
144	2	77
145	tempo	76
146	mely	76
147	two	76
148	na	75
149	ao	74
150	akkor	74
151	mikor	74
152	may	74
153	3	73
154	alla	72
155	itt	72
156	ugy	72
157	said	71
158	barberin	70
159	szep	70
160	egesz	70
161	has	70
162	roma	69
163	who	69
164	lucrezia	68
165	dei	68
166	out	68
167	francais	67
168	 	67
169	what	67
170	hanem	66
171	see	66
172	time	65
173	gutenberg	65
174	ott	64
175	am	64
176	an	64
177	her	64
178	fu	63
179	volna	63
180	little	63
181	must	63
182	grande	62
183	ma	62
184	mit	62
185	mert	62
186	work	62
187	magat	61
188	place	61
189	know	61
190	other	61
191	tu	60
192	very	60
193	lo	60
194	quando	59
195	son	59
196	man	59
197	been	59
198	your	59
199	count	58
200	ot	58
201	nos	57
202	questo	57
203	nella	57
204	french	57
205	mind	57
206	ii	57
207	would	57
208	went	57
209	je	56
210	good	56
211	valami	56
212	nagy	56
213	now	56
214	4	56
215	over	56
216	gutenberg-tm	56
217	au	55
218	joli-cœur	55
219	only	55
220	great	55
221	sempre	54
222	gli	54
223	pedig	54
224	ezt	54
225	up	54
226	where	54
227	storia	52
228	casa	52
229	esta	52
230	through	52
231	ils	51
232	par	51
233	singulier	50
234	deux	50
235	hat	50
236	voltak	50
237	hol	50
238	seemed	49
239	sol	49
240	down	49
241	5	49
242	old	49
243	under	49
244	pluriel	48
245	delle	48
246	into	48
247	papa	48
248	azon	48
249	zona	47
250	anche	47
251	suo	47
252	vi	47
253	www	47
